CO,CO2,Kategori
285,445,Berbahaya
202,166,Sangat Tidak Sehat
464,249,Berbahaya
299,10,Sangat Tidak Sehat
487,155,Berbahaya
434,463,Berbahaya
337,22,Berbahaya
450,397,Berbahaya
496,178,Berbahaya
110,15,Tidak Sehat
346,233,Berbahaya
459,49,Berbahaya
9,321,Berbahaya
400,91,Berbahaya
45,282,Sangat Tidak Sehat
458,418,Berbahaya
306,219,Berbahaya
81,138,Tidak Sehat
20,278,Sangat Tidak Sehat
414,32,Berbahaya
70,220,Sangat Tidak Sehat
470,148,Berbahaya
45,44,Baik
419,378,Berbahaya
212,6,Sangat Tidak Sehat
436,139,Berbahaya
384,287,Berbahaya
426,261,Berbahaya
235,260,Sangat Tidak Sehat
357,372,Berbahaya
159,357,Berbahaya
24,103,Tidak Sehat
116,326,Berbahaya
1,318,Berbahaya
182,229,Sangat Tidak Sehat
247,25,Sangat Tidak Sehat
10,56,Sedang
4,175,Tidak Sehat
343,300,Berbahaya
50,389,Berbahaya
37,401,Berbahaya
248,436,Berbahaya
359,324,Berbahaya
489,253,Berbahaya
148,191,Tidak Sehat
59,357,Berbahaya
34,498,Berbahaya
104,313,Berbahaya
50,357,Berbahaya
2,318,Berbahaya
143,285,Sangat Tidak Sehat
82,75,Sedang
9,398,Berbahaya
177,137,Tidak Sehat
413,355,Berbahaya
152,9,Tidak Sehat
355,476,Berbahaya
364,273,Berbahaya
13,290,Sangat Tidak Sehat
481,13,Berbahaya
70,470,Berbahaya
359,261,Berbahaya
190,472,Berbahaya
434,440,Berbahaya
497,476,Berbahaya
97,170,Tidak Sehat
410,215,Berbahaya
253,358,Berbahaya
483,339,Berbahaya
329,161,Berbahaya
297,286,Sangat Tidak Sehat
115,44,Tidak Sehat
359,22,Berbahaya
144,89,Tidak Sehat
423,306,Berbahaya
489,451,Berbahaya
4,18,Baik
477,267,Berbahaya
179,393,Berbahaya
244,190,Sangat Tidak Sehat
462,227,Berbahaya
388,325,Berbahaya
122,340,Berbahaya
48,265,Sangat Tidak Sehat
421,231,Berbahaya
374,17,Berbahaya
429,484,Berbahaya
192,222,Sangat Tidak Sehat
246,407,Berbahaya
233,327,Berbahaya
157,387,Berbahaya
168,479,Berbahaya
359,467,Berbahaya
377,134,Berbahaya
432,460,Berbahaya
422,376,Berbahaya
377,348,Berbahaya
166,219,Sangat Tidak Sehat
355,440,Berbahaya
486,314,Berbahaya
458,281,Berbahaya
486,236,Berbahaya
18,420,Berbahaya
306,209,Berbahaya
108,351,Berbahaya
123,368,Berbahaya
422,50,Berbahaya
375,239,Berbahaya
164,248,Sangat Tidak Sehat
260,142,Sangat Tidak Sehat
94,66,Sedang
2,211,Sangat Tidak Sehat
450,149,Berbahaya
355,141,Berbahaya
264,141,Sangat Tidak Sehat
27,213,Sangat Tidak Sehat
210,235,Sangat Tidak Sehat
190,414,Berbahaya
86,339,Berbahaya
78,111,Tidak Sehat
87,85,Sedang
298,110,Sangat Tidak Sehat
62,295,Sangat Tidak Sehat
119,324,Berbahaya
473,473,Berbahaya
110,309,Berbahaya
382,317,Berbahaya
299,402,Berbahaya
207,190,Sangat Tidak Sehat
298,196,Sangat Tidak Sehat
67,30,Sedang
242,310,Berbahaya
486,168,Berbahaya
214,14,Sangat Tidak Sehat
121,20,Tidak Sehat
464,495,Berbahaya
305,38,Berbahaya
364,262,Berbahaya
272,60,Sangat Tidak Sehat
6,374,Berbahaya
378,463,Berbahaya
489,454,Berbahaya
358,25,Berbahaya
404,230,Berbahaya
426,424,Berbahaya
500,402,Berbahaya
144,302,Berbahaya
225,298,Sangat Tidak Sehat
271,321,Berbahaya
76,353,Berbahaya
240,421,Berbahaya
138,124,Tidak Sehat
418,7,Berbahaya
174,38,Tidak Sehat
41,141,Tidak Sehat
5,333,Berbahaya
430,316,Berbahaya
429,197,Berbahaya
467,390,Berbahaya
36,5,Baik
197,368,Berbahaya
214,447,Berbahaya
430,468,Berbahaya
131,205,Sangat Tidak Sehat
151,239,Sangat Tidak Sehat
366,218,Berbahaya
90,16,Sedang
318,248,Berbahaya
371,117,Berbahaya
90,242,Sangat Tidak Sehat
111,201,Sangat Tidak Sehat
350,47,Berbahaya
397,240,Berbahaya
477,89,Berbahaya
154,100,Tidak Sehat
274,104,Sangat Tidak Sehat
73,241,Sangat Tidak Sehat
218,445,Berbahaya
131,240,Sangat Tidak Sehat
174,454,Berbahaya
402,70,Berbahaya
402,15,Berbahaya
352,310,Berbahaya
62,219,Sangat Tidak Sehat
142,41,Tidak Sehat
470,220,Berbahaya
226,498,Berbahaya
311,225,Berbahaya
9,125,Tidak Sehat
259,310,Berbahaya
345,53,Berbahaya
29,2,Baik
58,450,Berbahaya
184,80,Tidak Sehat
472,307,Berbahaya
124,13,Tidak Sehat
11,387,Berbahaya
405,271,Berbahaya
425,332,Berbahaya
268,393,Berbahaya
447,134,Berbahaya
90,408,Berbahaya
137,134,Tidak Sehat
10,470,Berbahaya
292,337,Berbahaya
444,212,Berbahaya
303,138,Berbahaya
40,192,Tidak Sehat
347,312,Berbahaya
338,3,Berbahaya
83,368,Berbahaya
414,444,Berbahaya
456,262,Berbahaya
196,304,Berbahaya
154,88,Tidak Sehat
287,158,Sangat Tidak Sehat
486,463,Berbahaya
362,126,Berbahaya
395,281,Berbahaya
384,124,Berbahaya
478,398,Berbahaya
408,148,Berbahaya
134,184,Tidak Sehat
116,368,Berbahaya
121,236,Sangat Tidak Sehat
106,51,Tidak Sehat
104,371,Berbahaya
467,91,Berbahaya
476,55,Berbahaya
45,272,Sangat Tidak Sehat
32,393,Berbahaya
429,320,Berbahaya
282,82,Sangat Tidak Sehat
106,1,Tidak Sehat
231,428,Berbahaya
37,252,Sangat Tidak Sehat
491,270,Berbahaya
70,168,Tidak Sehat
403,246,Berbahaya
479,268,Berbahaya
356,488,Berbahaya
44,118,Tidak Sehat
295,345,Berbahaya
65,398,Berbahaya
433,314,Berbahaya
336,446,Berbahaya
471,471,Berbahaya
73,247,Sangat Tidak Sehat
227,58,Sangat Tidak Sehat
272,180,Sangat Tidak Sehat
54,66,Sedang
338,134,Berbahaya
283,407,Berbahaya
174,25,Tidak Sehat
206,179,Sangat Tidak Sehat
398,10,Berbahaya
178,365,Berbahaya
486,228,Berbahaya
459,131,Berbahaya
39,323,Berbahaya
426,237,Berbahaya
337,138,Berbahaya
28,191,Tidak Sehat
478,269,Berbahaya
417,455,Berbahaya
416,452,Berbahaya
458,363,Berbahaya
461,161,Berbahaya
110,100,Tidak Sehat
469,68,Berbahaya
24,54,Sedang
441,136,Berbahaya
228,224,Sangat Tidak Sehat
416,484,Berbahaya
137,29,Tidak Sehat
377,124,Berbahaya
402,251,Berbahaya
40,323,Berbahaya
457,464,Berbahaya
409,442,Berbahaya
298,128,Sangat Tidak Sehat
354,156,Berbahaya
173,106,Tidak Sehat
235,149,Sangat Tidak Sehat
74,408,Berbahaya
250,401,Berbahaya
391,423,Berbahaya
279,77,Sangat Tidak Sehat
67,452,Berbahaya
415,304,Berbahaya
369,392,Berbahaya
19,268,Sangat Tidak Sehat
402,257,Berbahaya
433,191,Berbahaya
256,213,Sangat Tidak Sehat
189,348,Berbahaya
42,25,Baik
414,474,Berbahaya
2,456,Berbahaya
172,418,Berbahaya
164,318,Berbahaya
456,19,Berbahaya
225,48,Sangat Tidak Sehat
444,22,Berbahaya
45,29,Baik
423,3,Berbahaya
306,482,Berbahaya
269,399,Berbahaya
153,442,Berbahaya
245,75,Sangat Tidak Sehat
137,107,Tidak Sehat
228,108,Sangat Tidak Sehat
384,170,Berbahaya
313,247,Berbahaya
340,474,Berbahaya
446,348,Berbahaya
26,378,Berbahaya
99,150,Tidak Sehat
362,21,Berbahaya
204,461,Berbahaya
325,398,Berbahaya
449,281,Berbahaya
368,416,Berbahaya
467,493,Berbahaya
76,119,Tidak Sehat
378,168,Berbahaya
351,475,Berbahaya
4,281,Sangat Tidak Sehat
21,478,Berbahaya
17,65,Sedang
264,107,Sangat Tidak Sehat
388,352,Berbahaya
203,146,Sangat Tidak Sehat
2,188,Tidak Sehat
87,82,Sedang
474,215,Berbahaya
122,275,Sangat Tidak Sehat
427,449,Berbahaya
185,207,Sangat Tidak Sehat
261,495,Berbahaya
245,357,Berbahaya
67,469,Berbahaya
183,454,Berbahaya
500,144,Berbahaya
282,31,Sangat Tidak Sehat
233,267,Sangat Tidak Sehat
275,371,Berbahaya
132,281,Sangat Tidak Sehat
283,489,Berbahaya
364,85,Berbahaya
53,290,Sangat Tidak Sehat
139,377,Berbahaya
104,365,Berbahaya
372,16,Berbahaya
468,350,Berbahaya
212,259,Sangat Tidak Sehat
317,369,Berbahaya
16,10,Baik
66,0,Sedang
192,94,Tidak Sehat
332,495,Berbahaya
320,192,Berbahaya
96,455,Berbahaya
66,412,Berbahaya
469,59,Berbahaya
178,313,Berbahaya
230,331,Berbahaya
48,207,Sangat Tidak Sehat
455,206,Berbahaya
334,377,Berbahaya
255,236,Sangat Tidak Sehat
216,475,Berbahaya
26,8,Baik
107,191,Tidak Sehat
428,81,Berbahaya
311,1,Berbahaya
97,268,Sangat Tidak Sehat
95,494,Berbahaya
175,79,Tidak Sehat
308,7,Berbahaya
271,307,Berbahaya
264,431,Berbahaya
434,476,Berbahaya
431,113,Berbahaya
423,27,Berbahaya
351,83,Berbahaya
196,354,Berbahaya
135,361,Berbahaya
478,300,Berbahaya
23,322,Berbahaya
309,235,Berbahaya
423,352,Berbahaya
136,55,Tidak Sehat
489,426,Berbahaya
443,255,Berbahaya
100,40,Sedang
135,412,Berbahaya
449,112,Berbahaya
55,131,Tidak Sehat
94,444,Berbahaya
304,15,Berbahaya
74,198,Tidak Sehat
286,94,Sangat Tidak Sehat
288,4,Sangat Tidak Sehat
298,16,Sangat Tidak Sehat
125,137,Tidak Sehat
411,14,Berbahaya
485,212,Berbahaya
139,441,Berbahaya
433,200,Berbahaya
147,448,Berbahaya
174,479,Berbahaya
393,439,Berbahaya
69,235,Sangat Tidak Sehat
31,285,Sangat Tidak Sehat
193,61,Tidak Sehat
65,179,Tidak Sehat
40,188,Tidak Sehat
294,166,Sangat Tidak Sehat
92,191,Tidak Sehat
150,58,Tidak Sehat
365,135,Berbahaya
46,189,Tidak Sehat
497,263,Berbahaya
154,213,Sangat Tidak Sehat
273,166,Sangat Tidak Sehat
396,160,Berbahaya
119,216,Sangat Tidak Sehat
171,316,Berbahaya
103,374,Berbahaya
189,342,Berbahaya
367,244,Berbahaya
357,466,Berbahaya
91,63,Sedang
238,110,Sangat Tidak Sehat
344,82,Berbahaya
369,2,Berbahaya
318,190,Berbahaya
97,495,Berbahaya
434,111,Berbahaya
144,206,Sangat Tidak Sehat
185,446,Berbahaya
279,288,Sangat Tidak Sehat
430,176,Berbahaya
325,314,Berbahaya
351,230,Berbahaya
108,300,Berbahaya
176,468,Berbahaya
68,451,Berbahaya
368,176,Berbahaya
474,437,Berbahaya
367,236,Berbahaya
62,45,Sedang
347,403,Berbahaya
217,387,Berbahaya
46,162,Tidak Sehat
500,95,Berbahaya
362,296,Berbahaya
311,246,Berbahaya
437,418,Berbahaya
163,459,Berbahaya
333,44,Berbahaya
234,454,Berbahaya
62,95,Sedang
271,490,Berbahaya
316,419,Berbahaya
237,10,Sangat Tidak Sehat
63,468,Berbahaya
38,28,Baik
332,309,Berbahaya
419,100,Berbahaya
462,399,Berbahaya
194,490,Berbahaya
469,321,Berbahaya
410,135,Berbahaya
212,329,Berbahaya
203,195,Sangat Tidak Sehat
167,485,Berbahaya
35,276,Sangat Tidak Sehat
5,485,Berbahaya
123,165,Tidak Sehat
127,386,Berbahaya
365,384,Berbahaya
79,407,Berbahaya
346,96,Berbahaya
365,430,Berbahaya
230,390,Berbahaya
59,187,Tidak Sehat
360,491,Berbahaya
457,46,Berbahaya
183,165,Tidak Sehat
379,279,Berbahaya
371,363,Berbahaya
27,290,Sangat Tidak Sehat
28,407,Berbahaya
338,290,Berbahaya
415,394,Berbahaya
460,438,Berbahaya
71,75,Sedang
292,147,Sangat Tidak Sehat
141,7,Tidak Sehat
111,191,Tidak Sehat
369,159,Berbahaya
207,485,Berbahaya
219,406,Berbahaya
422,486,Berbahaya
119,38,Tidak Sehat
264,286,Sangat Tidak Sehat
414,213,Berbahaya
66,431,Berbahaya
298,315,Berbahaya
419,105,Berbahaya
382,377,Berbahaya
442,108,Berbahaya
16,301,Berbahaya
346,292,Berbahaya
102,411,Berbahaya
279,131,Sangat Tidak Sehat
387,122,Berbahaya
210,450,Berbahaya
352,252,Berbahaya
420,205,Berbahaya
473,199,Berbahaya
273,470,Berbahaya
158,17,Tidak Sehat
195,470,Berbahaya
433,189,Berbahaya
120,75,Tidak Sehat
442,340,Berbahaya
29,400,Berbahaya
486,490,Berbahaya
60,161,Tidak Sehat
442,483,Berbahaya
270,384,Berbahaya
281,250,Sangat Tidak Sehat
490,478,Berbahaya
476,91,Berbahaya
399,25,Berbahaya
326,29,Berbahaya
339,253,Berbahaya
67,439,Berbahaya
234,379,Berbahaya
215,231,Sangat Tidak Sehat
51,405,Berbahaya
6,480,Berbahaya
8,73,Sedang
369,52,Berbahaya
224,459,Berbahaya
245,221,Sangat Tidak Sehat
127,293,Sangat Tidak Sehat
270,205,Sangat Tidak Sehat
64,455,Berbahaya
82,388,Berbahaya
409,201,Berbahaya
14,154,Tidak Sehat
458,479,Berbahaya
169,239,Sangat Tidak Sehat
466,402,Berbahaya
32,105,Tidak Sehat
156,225,Sangat Tidak Sehat
297,478,Berbahaya
469,195,Berbahaya
45,353,Berbahaya
405,328,Berbahaya
307,431,Berbahaya
320,129,Berbahaya
496,303,Berbahaya
161,401,Berbahaya
180,202,Sangat Tidak Sehat
268,89,Sangat Tidak Sehat
313,477,Berbahaya
156,274,Sangat Tidak Sehat
353,78,Berbahaya
41,86,Sedang
97,27,Sedang
7,381,Berbahaya
375,187,Berbahaya
474,254,Berbahaya
384,195,Berbahaya
86,378,Berbahaya
142,397,Berbahaya
336,450,Berbahaya
155,322,Berbahaya
203,19,Sangat Tidak Sehat
128,345,Berbahaya
267,367,Berbahaya
435,237,Berbahaya
120,259,Sangat Tidak Sehat
265,127,Sangat Tidak Sehat
333,484,Berbahaya
3,279,Sangat Tidak Sehat
126,480,Berbahaya
284,350,Berbahaya
413,378,Berbahaya
114,421,Berbahaya
449,280,Berbahaya
412,233,Berbahaya
197,474,Berbahaya
407,166,Berbahaya
425,85,Berbahaya
141,279,Sangat Tidak Sehat
58,416,Berbahaya
50,254,Sangat Tidak Sehat
440,450,Berbahaya
247,350,Berbahaya
336,445,Berbahaya
195,346,Berbahaya
390,3,Berbahaya
412,132,Berbahaya
446,39,Berbahaya
321,77,Berbahaya
446,9,Berbahaya
433,89,Berbahaya
136,368,Berbahaya
294,468,Berbahaya
131,293,Sangat Tidak Sehat
319,103,Berbahaya
449,312,Berbahaya
242,368,Berbahaya
412,346,Berbahaya
9,332,Berbahaya
434,181,Berbahaya
472,248,Berbahaya
157,317,Berbahaya
355,338,Berbahaya
410,123,Berbahaya
62,126,Tidak Sehat
207,164,Sangat Tidak Sehat
103,282,Sangat Tidak Sehat
373,312,Berbahaya
203,220,Sangat Tidak Sehat
0,404,Berbahaya
131,430,Berbahaya
102,7,Tidak Sehat
37,166,Tidak Sehat
265,71,Sangat Tidak Sehat
168,443,Berbahaya
109,272,Sangat Tidak Sehat
468,116,Berbahaya
162,397,Berbahaya
64,489,Berbahaya
262,435,Berbahaya
446,268,Berbahaya
389,155,Berbahaya
74,136,Tidak Sehat
149,267,Sangat Tidak Sehat
119,74,Tidak Sehat
464,155,Berbahaya
140,374,Berbahaya
85,215,Sangat Tidak Sehat
228,345,Berbahaya
306,256,Berbahaya
79,101,Tidak Sehat
12,241,Sangat Tidak Sehat
47,383,Berbahaya
325,267,Berbahaya
82,399,Berbahaya
129,403,Berbahaya
338,75,Berbahaya
436,23,Berbahaya
476,217,Berbahaya
192,402,Berbahaya
113,460,Berbahaya
370,498,Berbahaya
356,304,Berbahaya
487,204,Berbahaya
49,185,Tidak Sehat
439,217,Berbahaya
88,262,Sangat Tidak Sehat
374,424,Berbahaya
498,218,Berbahaya
116,138,Tidak Sehat
371,127,Berbahaya
387,150,Berbahaya
140,29,Tidak Sehat
461,21,Berbahaya
35,397,Berbahaya
114,201,Sangat Tidak Sehat
147,269,Sangat Tidak Sehat
45,182,Tidak Sehat
123,152,Tidak Sehat
394,25,Berbahaya
134,166,Tidak Sehat
253,208,Sangat Tidak Sehat
68,348,Berbahaya
296,491,Berbahaya
305,285,Berbahaya
109,481,Berbahaya
37,412,Berbahaya
351,370,Berbahaya
317,223,Berbahaya
241,325,Berbahaya
448,270,Berbahaya
489,103,Berbahaya
366,142,Berbahaya
481,116,Berbahaya
74,267,Sangat Tidak Sehat
80,407,Berbahaya
500,321,Berbahaya
188,56,Tidak Sehat
280,349,Berbahaya
472,189,Berbahaya
302,390,Berbahaya
435,289,Berbahaya
354,131,Berbahaya
428,0,Berbahaya
235,449,Berbahaya
475,56,Berbahaya
63,114,Tidak Sehat
404,434,Berbahaya
118,370,Berbahaya
309,330,Berbahaya
388,17,Berbahaya
351,37,Berbahaya
220,489,Berbahaya
465,261,Berbahaya
81,50,Sedang
360,174,Berbahaya
127,225,Sangat Tidak Sehat
344,75,Berbahaya
95,386,Berbahaya
24,228,Sangat Tidak Sehat
392,363,Berbahaya
409,459,Berbahaya
81,82,Sedang
404,235,Berbahaya
164,338,Berbahaya
286,27,Sangat Tidak Sehat
301,71,Berbahaya
457,362,Berbahaya
285,173,Sangat Tidak Sehat
434,25,Berbahaya
211,120,Sangat Tidak Sehat
327,353,Berbahaya
96,381,Berbahaya
356,281,Berbahaya
464,356,Berbahaya
214,223,Sangat Tidak Sehat
324,185,Berbahaya
272,261,Sangat Tidak Sehat
7,94,Sedang
454,215,Berbahaya
405,435,Berbahaya
208,389,Berbahaya
45,425,Berbahaya
176,196,Tidak Sehat
263,149,Sangat Tidak Sehat
122,318,Berbahaya
416,73,Berbahaya
148,211,Sangat Tidak Sehat
102,329,Berbahaya
86,219,Sangat Tidak Sehat
363,346,Berbahaya
273,260,Sangat Tidak Sehat
348,458,Berbahaya
145,327,Berbahaya
200,39,Sangat Tidak Sehat
448,254,Berbahaya
165,42,Tidak Sehat
451,172,Berbahaya
483,369,Berbahaya
10,47,Baik
247,182,Sangat Tidak Sehat
311,192,Berbahaya
6,274,Sangat Tidak Sehat
175,221,Sangat Tidak Sehat
14,429,Berbahaya
308,407,Berbahaya
232,405,Berbahaya
131,168,Tidak Sehat
389,22,Berbahaya
271,82,Sangat Tidak Sehat
166,413,Berbahaya
468,195,Berbahaya
488,472,Berbahaya
91,177,Tidak Sehat
489,52,Berbahaya
294,16,Sangat Tidak Sehat
438,406,Berbahaya
146,74,Tidak Sehat
23,88,Sedang
6,181,Tidak Sehat
215,51,Sangat Tidak Sehat
2,164,Tidak Sehat
223,241,Sangat Tidak Sehat
372,488,Berbahaya
334,82,Berbahaya
366,396,Berbahaya
297,441,Berbahaya
477,27,Berbahaya
120,261,Sangat Tidak Sehat
452,189,Berbahaya
491,487,Berbahaya
2,141,Tidak Sehat
216,363,Berbahaya
338,39,Berbahaya
307,339,Berbahaya
495,401,Berbahaya
330,3,Berbahaya
309,171,Berbahaya
463,448,Berbahaya
451,407,Berbahaya
417,322,Berbahaya
204,456,Berbahaya
349,95,Berbahaya
478,412,Berbahaya
120,454,Berbahaya
244,173,Sangat Tidak Sehat
379,318,Berbahaya
299,494,Berbahaya
392,489,Berbahaya
132,201,Sangat Tidak Sehat
65,25,Sedang
236,192,Sangat Tidak Sehat
332,130,Berbahaya
299,175,Sangat Tidak Sehat
305,313,Berbahaya
46,341,Berbahaya
246,57,Sangat Tidak Sehat
101,160,Tidak Sehat
355,280,Berbahaya
279,117,Sangat Tidak Sehat
300,75,Berbahaya
298,198,Sangat Tidak Sehat
153,298,Sangat Tidak Sehat
42,305,Berbahaya
207,84,Sangat Tidak Sehat
149,31,Tidak Sehat
285,304,Berbahaya
112,121,Tidak Sehat
112,457,Berbahaya
163,163,Tidak Sehat
87,82,Sedang
201,376,Berbahaya
412,94,Berbahaya
426,347,Berbahaya
54,162,Tidak Sehat
165,315,Berbahaya
307,369,Berbahaya
113,334,Berbahaya
460,31,Berbahaya
353,190,Berbahaya
110,104,Tidak Sehat
53,258,Sangat Tidak Sehat
37,162,Tidak Sehat
94,249,Sangat Tidak Sehat
198,481,Berbahaya
375,290,Berbahaya
70,107,Tidak Sehat
18,79,Sedang
446,321,Berbahaya
168,306,Berbahaya
165,338,Berbahaya
263,419,Berbahaya
210,365,Berbahaya
148,446,Berbahaya
358,132,Berbahaya
396,455,Berbahaya
413,476,Berbahaya
385,167,Berbahaya
345,499,Berbahaya
97,270,Sangat Tidak Sehat
366,30,Berbahaya
137,383,Berbahaya
361,381,Berbahaya
49,57,Sedang
212,400,Berbahaya
197,481,Berbahaya
18,448,Berbahaya
442,351,Berbahaya
338,219,Berbahaya
389,409,Berbahaya
333,120,Berbahaya
172,23,Tidak Sehat
253,390,Berbahaya
64,252,Sangat Tidak Sehat
81,474,Berbahaya
162,399,Berbahaya
322,341,Berbahaya
300,439,Berbahaya
388,458,Berbahaya
266,91,Sangat Tidak Sehat
338,457,Berbahaya
22,330,Berbahaya
467,332,Berbahaya
423,60,Berbahaya
468,190,Berbahaya
87,86,Sedang
73,296,Sangat Tidak Sehat
270,495,Berbahaya
419,379,Berbahaya
369,297,Berbahaya
129,359,Berbahaya
238,122,Sangat Tidak Sehat
118,399,Berbahaya
282,490,Berbahaya
284,56,Sangat Tidak Sehat
42,203,Sangat Tidak Sehat
316,181,Berbahaya
49,228,Sangat Tidak Sehat
14,169,Tidak Sehat
428,231,Berbahaya
124,481,Berbahaya
233,427,Berbahaya
469,111,Berbahaya
313,489,Berbahaya
186,109,Tidak Sehat
426,26,Berbahaya
107,48,Tidak Sehat
244,147,Sangat Tidak Sehat
283,300,Berbahaya
293,128,Sangat Tidak Sehat
9,288,Sangat Tidak Sehat
188,120,Tidak Sehat
257,148,Sangat Tidak Sehat
229,493,Berbahaya
411,93,Berbahaya
361,395,Berbahaya
466,485,Berbahaya
112,96,Tidak Sehat
78,92,Sedang
102,393,Berbahaya
328,327,Berbahaya
126,292,Sangat Tidak Sehat
332,22,Berbahaya
342,91,Berbahaya
41,310,Berbahaya
370,329,Berbahaya
157,370,Berbahaya
111,468,Berbahaya
129,267,Sangat Tidak Sehat
448,449,Berbahaya
303,389,Berbahaya
325,400,Berbahaya
109,413,Berbahaya
180,202,Sangat Tidak Sehat
405,165,Berbahaya
170,294,Sangat Tidak Sehat
406,284,Berbahaya
100,393,Berbahaya
366,102,Berbahaya
58,56,Sedang
411,244,Berbahaya
336,142,Berbahaya
479,301,Berbahaya
15,430,Berbahaya
66,379,Berbahaya
14,61,Sedang
8,96,Sedang
423,46,Berbahaya
316,239,Berbahaya
322,356,Berbahaya
188,219,Sangat Tidak Sehat
27,46,Baik
216,211,Sangat Tidak Sehat
79,480,Berbahaya
467,375,Berbahaya
439,500,Berbahaya
150,457,Berbahaya
9,416,Berbahaya
10,471,Berbahaya
264,87,Sangat Tidak Sehat
412,322,Berbahaya
171,268,Sangat Tidak Sehat
329,478,Berbahaya
429,51,Berbahaya
318,371,Berbahaya
3,42,Baik
276,32,Sangat Tidak Sehat
87,492,Berbahaya
400,184,Berbahaya
206,79,Sangat Tidak Sehat
220,370,Berbahaya
152,329,Berbahaya
115,448,Berbahaya
80,352,Berbahaya
204,251,Sangat Tidak Sehat
269,431,Berbahaya
450,180,Berbahaya
201,93,Sangat Tidak Sehat
161,235,Sangat Tidak Sehat
409,374,Berbahaya
348,187,Berbahaya
57,491,Berbahaya
354,5,Berbahaya
476,470,Berbahaya
249,106,Sangat Tidak Sehat
245,145,Sangat Tidak Sehat
362,65,Berbahaya
100,374,Berbahaya
184,380,Berbahaya
158,275,Sangat Tidak Sehat
498,394,Berbahaya
81,222,Sangat Tidak Sehat
87,337,Berbahaya
230,289,Sangat Tidak Sehat
137,289,Sangat Tidak Sehat
435,35,Berbahaya
218,20,Sangat Tidak Sehat
342,271,Berbahaya
409,413,Berbahaya
136,269,Sangat Tidak Sehat
366,16,Berbahaya
200,391,Berbahaya
127,28,Tidak Sehat
445,95,Berbahaya
283,34,Sangat Tidak Sehat
248,287,Sangat Tidak Sehat
90,464,Berbahaya
451,253,Berbahaya
319,422,Berbahaya
474,365,Berbahaya
22,151,Tidak Sehat
58,74,Sedang
439,244,Berbahaya
226,416,Berbahaya
233,111,Sangat Tidak Sehat
112,401,Berbahaya
244,428,Berbahaya
219,299,Sangat Tidak Sehat
360,140,Berbahaya
318,359,Berbahaya
399,39,Berbahaya
392,280,Berbahaya
211,173,Sangat Tidak Sehat
151,476,Berbahaya
163,447,Berbahaya
495,314,Berbahaya
205,65,Sangat Tidak Sehat
378,256,Berbahaya
41,408,Berbahaya
215,136,Sangat Tidak Sehat
164,314,Berbahaya
80,5,Sedang
12,90,Sedang
126,490,Berbahaya
397,351,Berbahaya
149,486,Berbahaya
437,87,Berbahaya
289,467,Berbahaya
402,363,Berbahaya
500,296,Berbahaya
320,291,Berbahaya
170,155,Tidak Sehat
155,351,Berbahaya
486,374,Berbahaya
357,228,Berbahaya
251,107,Sangat Tidak Sehat
107,354,Berbahaya
245,11,Sangat Tidak Sehat
381,115,Berbahaya
487,242,Berbahaya
336,80,Berbahaya
12,66,Sedang
233,150,Sangat Tidak Sehat
414,348,Berbahaya
255,157,Sangat Tidak Sehat
172,398,Berbahaya
431,447,Berbahaya
289,429,Berbahaya
252,499,Berbahaya
243,177,Sangat Tidak Sehat
341,60,Berbahaya
228,134,Sangat Tidak Sehat
284,215,Sangat Tidak Sehat
144,134,Tidak Sehat
86,84,Sedang
410,107,Berbahaya
160,441,Berbahaya
63,320,Berbahaya
92,177,Tidak Sehat
206,165,Sangat Tidak Sehat
143,270,Sangat Tidak Sehat
348,206,Berbahaya
175,420,Berbahaya
293,192,Sangat Tidak Sehat
84,441,Berbahaya
68,460,Berbahaya
453,64,Berbahaya
432,107,Berbahaya
449,76,Berbahaya
247,2,Sangat Tidak Sehat
35,18,Baik
155,204,Sangat Tidak Sehat
441,400,Berbahaya
211,135,Sangat Tidak Sehat
163,419,Berbahaya
148,37,Tidak Sehat
275,486,Berbahaya
226,435,Berbahaya
187,406,Berbahaya
212,64,Sangat Tidak Sehat
133,25,Tidak Sehat
96,124,Tidak Sehat
101,216,Sangat Tidak Sehat
19,161,Tidak Sehat
473,297,Berbahaya
478,313,Berbahaya
51,34,Sedang
37,106,Tidak Sehat
208,170,Sangat Tidak Sehat
382,446,Berbahaya
413,376,Berbahaya
11,110,Tidak Sehat
142,22,Tidak Sehat
268,35,Sangat Tidak Sehat
68,159,Tidak Sehat
485,441,Berbahaya
126,271,Sangat Tidak Sehat
266,441,Berbahaya
55,343,Berbahaya
169,239,Sangat Tidak Sehat
62,254,Sangat Tidak Sehat
456,209,Berbahaya
475,137,Berbahaya
271,80,Sangat Tidak Sehat
175,332,Berbahaya
162,488,Berbahaya
462,2,Berbahaya
310,306,Berbahaya
205,487,Berbahaya
386,166,Berbahaya
268,251,Sangat Tidak Sehat
109,439,Berbahaya
119,482,Berbahaya
138,55,Tidak Sehat
8,367,Berbahaya
128,24,Tidak Sehat
306,425,Berbahaya
377,102,Berbahaya
57,264,Sangat Tidak Sehat
486,9,Berbahaya
244,485,Berbahaya
31,77,Sedang
470,361,Berbahaya
136,383,Berbahaya
155,206,Sangat Tidak Sehat
230,50,Sangat Tidak Sehat
162,223,Sangat Tidak Sehat
89,6,Sedang
64,60,Sedang
255,3,Sangat Tidak Sehat
35,471,Berbahaya
355,266,Berbahaya
